LATNUM,LONGNUM
26.072315,75.287308
26.605109,74.926859
26.436667,74.666427
26.055526,75.020314
26.510075,74.661545
26.050331,74.86069
26.13547,74.618576
26.095127,74.326409
25.963323,75.151442
26.303656,74.729386
26.604813,74.933082
26.31003,74.742182
25.90292,74.195202
25.81921,75.066409
26.684125,74.853966
26.233897,74.837706
26.115688,75.026054
25.98344,74.168672
26.810409,74.892524
25.973332,75.148832
26.462849,74.636325
26.453476,74.66064
26.047253,74.342073
26.621539,74.937752
26.285095,74.744066
26.107944,75.309845
26.73579,74.772582
26.46848,74.644331
26.193893,74.429786
26.361841,75.944111
26.233705,75.536919
26.356936,75.175314
26.167613,75.795761
26.205299,75.158639
26.4009,75.918002
26.434082,75.243358
26.291456,76.05889
25.715616,75.568621
26.17124,75.200492
26.330236,75.678309
25.974214,75.85535
26.336356,75.984931
25.928385,75.589759
25.944319,75.591654
26.161156,75.78991
26.472544,76.020548
25.912509,75.334393
25.91732,76.186592
25.803531,75.583387
26.38063,75.921708
25.852258,76.053868
26.017432,75.724145
26.481681,75.771769
26.270069,75.603646
25.962418,76.082816
26.171885,75.767611
26.178713,75.786969
25.88632,75.286513
26.314869,75.8734
26.278694,75.39604
25.858094,75.39446
26.367986,75.662036
26.463143,76.025129
25.998563,76.054751
26.034889,75.49066
26.165343,75.797765
26.181874,75.787726
26.420712,75.439606
26.336519,75.547067
26.388518,75.453606
26.36258,75.364369
25.863274,75.423766
25.811295,75.559712
26.23172,75.773848
25.406294,76.071105
25.733555,75.835103
25.655724,75.918255
25.646622,76.186553
25.468668,75.618003
25.392697,75.569161
25.28337,75.653449
25.469448,75.355643
25.606251,76.130118
25.565555,76.168343
25.534418,75.568778
25.291436,75.912612
25.33051,75.842244
25.314658,75.55273
25.311085,75.670036
25.435768,75.600381
25.334617,75.69399
25.563853,75.402603
25.357475,75.860413
25.694777,75.954733
25.282898,75.65225
25.683018,75.778024
25.548216,75.624292
25.394779,76.027979
25.507375,75.59061
25.442544,75.651269
25.138732,75.535401
25.282944,75.652653
25.185412,75.649486
25.711916,76.025342
25.438361,75.887363
25.572842,76.128398
25.566559,76.103988
25.67033,76.165989
25.398104,75.902953
25.536577,75.880747
25.452242,75.635482
25.656029,76.18161
25.079118,75.475174
25.27132,75.743218
25.372294,75.992427
25.577312,75.593762
25.465676,75.73279
25.057466,75.478171
25.414962,75.365808
25.308165,74.548665
25.178563,74.141492
25.540851,75.318767
25.348523,74.636733
25.42716,75.11968
25.169435,74.178119
25.463827,75.081802
25.822043,74.89577
25.256602,75.374197
25.735145,74.317799
25.520319,75.04565
25.214282,74.560976
25.80814,74.306461
25.609786,74.351755
25.331703,74.858288
25.345421,74.654299
25.557552,74.347888
25.755586,74.78993
25.165294,74.922161
25.338271,74.685656
25.330307,74.628227
25.295693,74.122131
25.336775,74.729953
25.244545,74.104789
25.512431,74.681474
25.213802,74.277769
25.343452,74.642534
25.366603,74.635378
25.078296,74.203437
25.293748,75.351949
25.690821,75.160348
25.445888,74.705751
25.431067,75.071999
25.693294,74.134543
25.213407,75.115592
25.34885,74.619534
25.359733,74.641607
25.891282,74.66801
25.887415,74.301985
25.369852,74.404967
25.373184,74.887217
25.272165,75.018083
25.693843,74.692623
25.24339,74.996097
25.593042,74.400814
25.53548,73.903926
24.738177,73.656396
25.073637,73.736069
25.313692,73.946164
25.017417,74.230616
25.275171,73.773988
24.892005,73.819501
24.92782,73.787448
25.07759,73.618299
25.137901,73.888422
25.941164,74.309376
25.206853,73.940901
24.901467,73.807121
25.501663,73.967696
25.529157,73.966712
25.074544,73.847409
24.863151,73.794378
25.312946,73.899334
24.97162,74.095253
25.721525,74.053139
25.05856,73.887559
24.887967,73.780594
24.998062,73.814337
25.846493,74.13803
25.029134,74.079309
25.058266,73.875608
24.915603,73.792337
25.141244,73.731494
25.479909,73.89136
24.999918,73.570471
25.053392,74.112447
25.628579,73.859299
25.61921,74.006446
25.625328,73.885011
25.1349,73.722828
24.913193,73.819417
24.86003,73.789565
25.306037,73.929593
25.065788,74.234718
25.046532,74.130488
25.763119,74.127976
25.892384,74.223383
25.620715,74.008272
24.955885,73.819642
25.072981,73.733956
23.907648,73.508495
23.617745,73.657877
23.64439,73.734359
23.688872,74.027753
23.763292,73.638599
23.613504,73.812406
23.801928,73.521881
23.473124,73.801348
23.953427,73.698658
23.78334,74.047967
23.621061,74.083478
23.508077,73.712101
23.943499,73.991515
23.914837,73.662387
23.736997,74.050124
23.836262,73.711991
23.548641,73.770163
23.830796,73.897338
23.700276,73.989167
23.773797,73.649164
23.745634,73.645522
23.925422,73.779262
23.646088,73.878274
23.838856,74.158342
23.865243,74.279388
23.650603,74.006622
23.728316,73.509179
23.898618,73.832872
23.459136,73.952618
23.751794,73.835242
23.711227,73.929525
23.799236,73.923892
23.853555,73.736649
23.792282,73.41464
23.549661,73.640588
23.633457,74.000583
23.826024,73.499741
23.871783,73.566056
23.779637,74.022494
23.890016,74.000921
23.60546,73.797608
23.706753,73.60232
23.510829,73.763192
23.904442,74.127479
23.847791,73.818675
23.13857,74.296729
23.350725,74.29495
23.868127,74.430496
23.569495,74.463344
23.499725,74.372578
23.684144,74.318999
23.387374,74.139242
23.531823,74.750785
23.469057,74.250094
23.428244,74.260341
23.344478,74.148035
23.641691,74.296838
23.388896,74.249233
23.235025,74.152156
23.613257,74.251502
23.560152,74.440297
23.517125,74.515242
23.269078,74.296418
23.519401,74.188464
23.584567,74.445864
23.302753,74.291685
23.45153,74.45652
23.464071,74.408596
23.531543,74.049363
23.275592,74.428716
23.591033,74.167034
23.407066,74.075056
23.390095,74.142875
23.340782,74.435789
23.418584,74.045113
23.546232,74.074934
23.205,74.607967
23.760036,74.437401
23.767045,74.232694
23.388075,74.28435
23.299217,74.414736
23.333721,74.171859
23.245917,74.380398
23.407949,74.026408
23.781883,74.237884
23.599466,74.261585
23.268923,74.169229
23.608257,74.172446
23.68809,74.154909
23.801222,74.358716
24.985519,75.024243
24.527086,74.293012
24.935806,74.217821
24.626694,74.685013
24.553797,74.327866
25.084951,74.797958
24.881139,74.353303
24.852243,74.353789
24.843827,74.352069
24.547819,74.32212
24.565903,74.354601
24.68544,74.696877
24.861809,75.750569
25.123374,74.787752
24.863455,74.755778
24.883987,74.627787
24.936237,74.656359
24.800573,74.35806
24.505836,74.625089
25.010743,74.779895
24.876224,74.629896
24.979574,75.018465
24.91372,74.96711
24.802402,74.650023
24.647285,74.783945
24.98405,75.002001
24.532195,74.392172
24.897543,74.634896
25.057946,74.564626
25.134639,74.667457
24.646211,74.535175
24.531528,74.523824
24.86176,75.779603
24.858451,74.290927
24.685406,74.449439
24.627396,74.616903
24.594256,74.486661
24.613222,74.703206
24.62427,74.506802
25.031989,74.592536
24.781048,74.522632
24.850697,74.135609
24.518561,74.651804
24.982779,74.939284
24.875832,74.675164
25.232358,75.89013
24.659428,75.914704
25.156255,75.766282
25.193216,75.831191
25.267437,76.213065
25.130886,76.13318
24.745674,75.944094
25.534894,76.358129
25.142885,75.833328
24.926317,76.446163
25.133495,75.838323
24.871318,75.831268
25.190283,75.844308
24.948179,75.911046
25.165682,75.837783
25.038915,75.861601
24.868546,76.132189
25.207851,75.856938
25.174172,75.865545
25.191028,75.835321
25.047125,75.875535
24.688103,75.984779
24.926308,75.965413
25.194651,75.836257
25.20131,75.840296
25.193684,75.836447
25.175001,75.866783
25.141681,75.825376
25.738344,76.47303
24.92943,76.29164
25.695874,76.389716
24.801935,75.852743
24.869181,76.319369
25.331822,76.220911
25.15759,75.827468
25.1443,75.817647
25.170189,75.833587
25.173375,75.938038
25.589336,76.472052
25.207938,75.817578
25.171287,75.858094
24.66054,75.940827
24.728866,75.924955
25.177101,75.827865
25.182474,75.864356
25.090208,76.517133
25.320457,76.606321
25.279816,77.080127
25.086231,76.508161
24.593269,76.733631
25.261636,76.564654
24.6343,76.793187
24.442766,76.737411
24.605345,76.903178
24.972506,76.62875
25.31636,76.310298
25.223415,76.406474
25.092112,76.452796
25.331782,76.572761
25.02372,76.599033
25.099187,76.518243
24.669362,76.778424
25.230501,76.848012
25.176406,76.253881
25.243215,77.161013
25.118159,76.510415
25.333522,76.493019
24.633674,76.997557
25.142577,76.880896
25.091379,76.38007
24.830774,76.591717
25.012148,76.730374
25.110261,76.508585
24.511755,76.609522
25.119354,76.76536
24.934088,76.877892
24.524795,76.541349
25.244006,76.611925
24.713701,76.853209
25.29282,77.239496
24.619666,76.716416
25.109866,76.507403
24.617639,76.716181
24.612532,76.725017
25.269347,77.24776
25.249068,76.487075
25.090714,76.799281
25.137128,77.048887
25.133316,77.125336
25.318456,76.856998
24.15936,76.027341
24.359899,76.71111
24.305487,76.254494
24.535053,76.182557
24.412064,75.78471
24.366868,75.804449
24.477328,76.298659
23.973937,75.829823
24.361179,76.133984
24.716331,76.305041
23.953583,75.929103
24.796026,76.242791
24.52953,76.072375
23.961866,75.753267
24.424513,75.991671
24.60182,76.159117
24.350833,76.735928
24.789893,76.418812
24.467709,75.936711
24.704282,76.432194
24.542175,76.174992
24.478019,76.460817
24.459805,76.024738
23.957742,75.835525
24.314562,76.498767
24.52394,76.179493
23.879586,75.795717
24.439536,76.473879
24.319534,75.877228
24.308062,76.603192
24.1585,75.878013
24.152937,75.942074
24.675213,76.145522
24.302964,76.773258
24.352852,76.67138
24.402625,75.805904
23.897738,75.775006
24.242465,76.785858
24.408243,76.818455
24.403859,75.963694
24.568054,76.254032
23.925917,75.851916
24.674538,76.411916
24.272533,75.843229
24.24683,76.126876
24.826791,74.085242
24.431708,73.782948
24.302975,73.626417
24.460815,73.760513
24.613689,73.60934
24.309403,73.903394
24.230172,74.047033
24.028013,74.007959
24.277566,73.384656
24.470657,74.024542
24.307689,74.02885
24.47219,73.751674
24.008345,73.435911
24.814717,73.940451
24.306963,74.020141
24.57342,73.711517
24.916686,73.399716
24.432984,73.567886
24.328788,73.532291
24.412024,74.058038
24.587081,73.663307
24.405003,74.313369
24.727153,73.970643
23.971926,73.733554
24.56149,74.212101
24.810793,74.10115
24.215133,74.319051
24.076,73.689502
24.8743,73.406899
24.832846,73.474031
24.59674,73.868349
24.657581,74.070771
23.943334,73.481517
24.536442,73.967897
24.299408,74.020537
24.763253,73.529448
24.577474,73.725567
24.147291,74.048622
24.360685,74.253137
24.076078,73.759116
24.561479,74.099946
24.78625,74.056172
24.4977,73.811552
24.250909,73.682318
24.460674,73.120762
23.988894,74.526761
23.67504,74.796279
23.657973,74.907825
24.398223,74.700413
24.009561,74.770028
23.728481,74.86489
23.986927,74.715453
24.102131,74.591145
23.722956,74.818271
23.970221,74.92048
24.076533,74.402351
24.34482,74.672316
24.011289,74.894162
24.053518,74.403654
23.94329,74.701765
24.370404,74.706621
23.949664,74.873807
24.246682,74.712355
24.019613,74.88438
24.443361,74.687422
23.997031,74.408516
24.211956,74.773052
24.084027,74.479795
23.940826,74.84558
24.151968,74.778842
24.38248,74.714015
23.822381,74.584599
24.106159,74.535958
23.852466,74.586227
23.596051,74.803945
24.440335,74.777155
24.030285,74.342549
23.723911,74.837625
23.737332,74.81122
23.945326,74.424159
24.103303,74.444778
23.780699,74.591811
23.609223,74.784271
24.069078,74.686315
23.945505,74.798642
23.683848,74.783894
24.096395,74.308038
24.011896,74.969549
24.412783,74.812392
23.818381,74.647005
29.938885,77.498697
30.018564,77.660533
29.94686,77.296024
29.923565,77.547122
29.756933,77.291408
29.949535,77.546137
30.033112,77.365339
29.921933,77.323826
29.651076,77.767194
30.133701,77.687596
30.014233,77.416037
29.823839,77.624824
29.77025,77.48331
30.259485,77.584991
29.789779,77.741752
29.965237,77.530386
29.722108,77.661112
29.804223,77.440923
29.995889,77.515862
29.855595,77.397221
29.815295,77.461905
29.902846,77.358314
29.833317,77.265531
30.258937,77.682323
30.203784,77.712789
29.997342,77.52168
29.695755,77.673602
30.159278,77.620945
29.761643,77.197288
30.064188,77.758103
29.715185,77.638447
29.746909,77.670434
29.721456,77.478712
29.968831,77.641154
29.660782,77.692757
29.942375,77.556308
29.963368,77.514348
29.956208,77.552211
29.672841,77.33036
29.969633,77.562277
29.973914,77.621962
29.724613,77.536759
29.716684,77.500504
29.688279,77.69313
29.76546,77.219556
29.440752,78.431042
29.175675,78.537988
29.442793,78.419809
29.606351,78.340195
29.311375,78.59312
29.176654,78.366236
29.623725,78.290771
29.494574,78.097602
29.414654,78.343092
29.191979,78.584503
29.131098,78.382686
29.511283,78.127858
29.339259,78.681349
29.139202,78.148543
29.416489,78.110798
29.142974,78.278145
29.18876,78.520132
29.314778,78.392726
29.263196,78.575709
29.28347,78.67147
29.411856,78.450324
29.177935,78.432618
29.087666,78.434747
29.506075,78.18592
29.260236,78.409693
29.596358,78.474204
29.311837,78.495964
29.438213,78.412238
29.116953,78.463555
29.168199,78.250229
29.265668,78.768523
29.073605,78.218434
29.21634,78.277589
29.264706,78.408611
29.443586,78.350264
29.446089,78.43239
29.605919,78.338086
29.293196,78.281609
29.164365,78.257287
29.459098,78.763503
29.158884,78.265081
29.613896,78.292597
29.353129,78.310115
29.445548,78.169793
29.445268,78.658887
28.794868,79.036782
28.856496,79.205765
28.771161,79.071654
28.604124,79.169107
28.756518,79.029997
28.740486,79.32663
29.008911,79.10336
28.968586,79.175809
28.815145,79.033131
28.668508,79.105032
28.483168,79.011308
28.524759,79.054656
28.91626,79.102707
28.808426,79.025627
29.021926,78.932826
28.880346,79.28214
28.497569,78.999672
28.610148,78.95449
28.802007,79.019012
29.028176,79.022356
28.689771,79.071612
28.845585,79.012494
29.080846,78.990812
28.785911,79.023892
28.820093,79.022004
28.981308,78.940876
28.888197,79.072878
28.931299,79.08172
28.68632,79.052881
29.097424,79.063942
28.764443,79.030108
28.761792,79.102793
28.571389,79.009067
28.805641,79.218051
28.821867,79.027273
28.992416,78.916533
28.538576,78.982872
28.968723,78.97121
28.604329,79.199785
28.90199,79.287489
28.651834,78.918932
29.00398,79.005757
28.951912,78.269143
28.709405,78.312891
28.52893,78.241926
28.903319,78.473585
28.916391,78.420705
28.983614,78.232471
28.58569,78.356376
28.880035,78.547557
28.513355,78.35117
28.913289,78.500814
28.943802,78.256573
28.935959,78.179146
28.838876,78.25743
29.015085,78.492891
29.003131,78.457786
28.72026,78.279081
28.89637,78.433787
28.895473,78.46848
28.488295,78.362152
28.870755,78.398235
28.906123,78.462623
28.918258,78.258654
28.921503,78.48365
28.687823,78.318537
28.835859,78.347356
29.006569,78.407158
28.894898,78.458654
28.721417,78.290524
28.948398,78.514045
28.755961,78.351883
28.94405,78.478628
28.481261,78.309159
28.933266,78.230421
28.917773,78.401017
28.753151,78.245016
28.961487,78.254141
28.71934,78.273565
28.910352,78.476716
28.733285,78.362658
28.819797,78.593834
28.906689,78.459988
28.998387,78.266069
28.837898,78.335195
28.722001,78.279164
28.78843,78.176655
29.019547,77.685425
28.872953,78.026052
29.051553,77.682598
28.903616,77.627341
29.079246,77.938244
29.00367,77.482701
29.158097,77.518716
29.159592,77.960869
28.95066,77.703599
29.140638,77.909512
28.968912,77.702273
29.13601,77.93567
29.183209,77.61371
29.043902,77.951646
28.90747,77.854
28.965975,77.740247
28.896535,77.987361
29.000123,77.698477
29.013897,77.756239
28.974003,77.711673
28.932382,77.679589
28.995102,77.526983
29.146635,77.610716
29.000291,77.69838
28.982336,77.710061
28.984933,77.700295
28.946443,77.737067
28.952563,77.744412
29.147699,77.53372
28.988177,77.691844
29.147186,77.605413
29.03033,77.986062
28.965161,77.736153
28.921401,77.611872
29.112341,77.885038
28.978677,77.67314
29.029801,77.694977
29.035988,77.702126
29.086673,77.928443
28.96797,77.704766
29.099548,77.918519
28.963157,77.702516
28.937747,77.546121
28.969608,77.686176
28.982356,77.683858
28.942295,77.216213
29.170424,77.40445
29.08799,77.225741
29.099478,77.259639
29.198129,77.261897
29.153358,77.401705
29.20467,77.4355
28.860484,77.247677
29.168228,77.401695
28.836743,77.363268
29.241612,77.347557
29.063473,77.340381
28.998767,77.348817
28.970692,77.28689
29.069872,77.366573
29.087246,77.266674
28.909057,77.338311
29.269165,77.1577
29.121743,77.262422
28.888361,77.256254
29.198148,77.38505
28.858433,77.266207
29.196599,77.304421
29.096544,77.405943
29.042823,77.247084
28.867652,77.289761
28.961126,77.417436
29.109795,77.26031
29.250064,77.225644
28.831393,77.345182
28.986175,77.326024
28.815481,77.355757
28.852316,77.28046
29.154383,77.300051
29.191105,77.28168
29.089239,77.25833
28.952861,77.225291
29.198178,77.359251
29.105498,77.267823
28.979564,77.362854
29.230359,77.204262
29.085069,77.278475
28.88345,77.309002
29.142706,77.338235
29.128113,77.319504
28.561952,77.549956
28.577697,77.45393
28.56444,77.358114
28.344038,77.564473
28.62848,77.498635
28.530524,77.528438
28.115107,77.594585
28.272122,77.566405
28.127374,77.566834
28.495383,77.632012
28.628464,77.393332
28.378739,77.585935
28.566244,77.3456
28.321854,77.567332
28.588843,77.35846
28.561858,77.354156
28.552449,77.547884
28.172055,77.693025
28.599096,77.341846
28.598561,77.414305
28.450959,77.604741
28.61294,77.532375
28.581772,77.359729
28.568228,77.331907
28.554257,77.345716
28.565812,77.378449
28.588294,77.333658
28.565482,77.486024
28.289264,77.510745
28.55215,77.537128
28.495303,77.615886
28.549099,77.356758
28.578188,77.314413
28.541403,77.407025
28.548625,77.668689
28.447871,77.517392
28.592402,77.361701
28.582337,77.533557
28.549362,77.3435
28.381885,77.617053
28.544529,78.058524
28.114365,77.918362
28.400335,77.72709
28.406977,77.888206
28.214495,78.065719
28.583687,77.968643
28.244716,78.20299
28.292631,78.045367
28.341107,78.188105
28.546493,77.771025
28.415061,78.149015
28.65262,77.970224
28.539168,77.782136
28.107553,78.152739
28.219553,78.018097
28.219972,78.250241
28.317468,77.781503
28.449746,77.679772
28.147716,78.174752
28.593336,78.156155
28.404212,77.855757
28.347944,78.081615
28.486036,77.802322
28.268897,78.316861
28.446033,77.721152
28.412897,77.854115
28.406064,78.102731
28.359045,78.280337
28.344034,77.854016
28.38516,77.867702
28.395973,77.740723
28.502691,78.041539
28.383047,78.027595
28.52083,78.081262
28.629198,78.058793
28.609859,78.056936
28.103752,78.146697
28.164185,78.054687
28.556113,77.848675
28.506324,78.162977
28.616446,77.876548
28.551329,78.142828
28.536555,77.720738
28.229998,78.091762
28.273701,77.871094
27.879512,78.161533
27.7205,77.908218
28.047316,77.863175
27.932747,78.087157
28.089448,77.788223
27.854539,78.366387
28.062574,78.258219
28.083987,78.453434
27.869878,78.415954
27.687571,77.9711
28.084695,77.917259
27.874215,77.879164
27.729203,77.925962
28.027524,77.933329
27.775758,77.825514
28.026379,78.114477
27.792006,78.001486
27.932322,78.093919
27.721424,77.913112
27.939091,77.836689
27.773263,78.223432
27.8499,77.951535
27.884834,78.396244
27.955097,77.702869
27.872354,78.132193
27.919014,78.102412
27.910945,78.116725
27.987923,78.32906
28.07245,77.57082
28.0218,78.023189
27.824769,78.386279
27.832732,77.863966
27.888384,77.816201
28.039653,78.52757
27.874403,78.07397
27.910086,78.096205
27.888655,78.096117
28.08812,78.232221
27.92369,78.093818
28.040767,77.518199
28.013585,78.145868
27.705989,77.927869
27.916503,78.067206
27.79994,78.241439
27.5849,77.951592
27.78604,78.434937
27.689303,78.223148
27.593977,78.071123
27.58098,78.220644
27.495447,77.930854
27.808072,78.44607
27.479504,78.014021
27.437061,78.064429
27.698642,78.082195
27.669064,78.484147
27.368194,77.921192
27.449313,78.013792
27.582836,77.943964
27.720197,78.051426
27.599081,78.054622
27.741275,78.143093
27.678966,78.411541
27.40295,78.079209
27.543993,78.147346
27.6038,78.055747
27.694713,78.049318
27.462628,78.152412
27.737523,78.109251
27.392085,77.985259
27.595278,78.058172
27.596948,78.051572
27.654594,78.351708
27.74626,78.122024
27.734037,78.47592
27.454384,78.167475
27.377849,77.974495
27.614809,78.071562
27.540827,78.007739
27.702296,78.100313
27.598671,78.049537
27.687892,78.377465
27.595225,78.058411
27.706155,78.49489
27.636467,78.23323
27.427969,78.004093
27.631877,78.486444
27.675539,78.376846
27.754002,78.093778
27.538435,78.107047
27.658702,77.657486
27.555056,77.788278
27.381768,77.683681
27.507146,77.677181
27.39941,77.686285
27.459626,77.831055
27.815758,77.568619
27.834583,77.632174
27.441298,77.60588
27.898737,77.629852
27.622726,77.776438
27.403892,77.859302
27.799032,77.40909
27.339001,77.697032
27.436107,77.594704
27.414403,77.710941
27.701257,77.740181
27.594702,77.692919
27.523528,77.677848
27.414593,77.718196
27.495747,77.645035
27.339435,77.895747
27.381441,77.529164
27.806709,77.741815
27.387459,77.566715
27.50446,77.668972
27.315643,77.801366
27.492552,77.682879
27.810788,77.373858
27.50046,77.469469
27.337772,77.619133
27.376151,77.854383
27.323125,77.781152
27.298583,77.692289
27.340353,77.667315
27.517797,77.643457
27.576406,77.694526
27.572814,77.688827
27.787399,77.371593
27.830101,77.765186
27.48705,77.560361
27.423501,77.699201
27.862783,77.773281
27.581627,77.715557
27.714578,77.640735
27.177725,78.023272
26.909125,78.62067
27.211989,77.946488
27.181852,78.010053
26.885769,78.263843
27.179563,77.82731
27.189994,77.900734
27.12986,77.914545
27.349222,78.237905
27.111691,77.802435
27.173676,77.981392
27.161901,78.070416
27.101848,78.092734
27.011244,78.322844
27.084226,77.922764
27.180436,78.003636
27.006161,78.059837
27.173145,77.968026
27.211429,78.000784
27.190618,78.002858
27.190743,77.95385
26.929241,77.693707
27.001804,77.756045
27.2161,78.057519
27.20723,78.045121
27.208309,78.001035
27.160245,77.982559
27.174044,78.000404
27.331814,78.106285
26.815761,77.469415
27.003964,78.062015
26.975405,78.27447
27.401005,78.208922
27.367402,78.213603
27.161279,77.985531
27.212634,78.046451
27.209475,78.000124
27.155269,77.911808
27.175342,77.943798
27.217154,77.976652
27.199297,78.062609
27.344117,78.169471
27.211149,77.99462
27.045233,78.19548
27.122978,78.593924
27.341321,78.566059
27.176422,78.292335
27.163447,78.400372
27.139283,78.614465
27.069778,78.617795
26.987695,78.75223
27.022492,78.652715
27.198995,78.238128
27.123546,78.697991
27.130949,78.41831
27.24533,78.69791
27.318358,78.333368
26.992453,78.616989
27.05252,78.746082
27.14603,78.38242
27.463196,78.558879
27.155659,78.409454
27.145171,78.426427
27.332612,78.389383
27.158991,78.381038
27.404122,78.488152
27.164605,78.375693
27.125658,78.405401
27.157103,78.510637
27.158185,78.404245
27.108152,78.594017
27.15264,78.400128
27.38004,78.675372
27.084677,78.581928
27.144044,78.695773
27.154216,78.369029
27.301327,78.498427
27.134777,78.632397
27.171059,78.441462
27.155782,78.395475
27.169505,78.393973
27.133434,78.401462
27.188021,78.58014
27.167903,78.398931
27.241391,78.346492
27.478734,78.56909
27.004303,78.749673
27.169925,78.408793
27.086608,78.758923
27.309378,78.944151
27.317676,78.946359
27.174261,78.800284
27.308093,78.941853
27.400867,78.981713
27.199117,79.027368
26.995225,78.977573
27.123446,79.378752
27.250521,79.18858
27.120167,79.238417
27.237163,79.252627
27.287083,79.076105
27.080273,78.774596
27.03247,78.858345
27.26952,79.157226
27.238936,79.052357
27.031498,78.955073
27.041232,78.851997
27.180849,79.218003
27.177395,79.002392
27.213113,79.025946
27.387658,78.88353
27.315014,78.912745
27.162517,78.918366
27.319683,79.167567
27.208327,78.804831
27.142551,78.968745
27.033997,79.379848
27.302965,78.902403
27.02646,78.976159
27.092921,78.866439
27.344916,78.994056
27.083724,78.789999
27.066683,78.845485
27.116592,79.047541
27.230859,79.03038
27.139103,79.394707
27.222922,79.024937
27.377192,79.0261
27.217536,79.268825
27.12445,79.233397
27.231543,78.838725
27.340948,78.86879
26.997201,79.306962
27.031862,78.94253
28.350024,79.411949
28.368655,79.584972
28.355184,79.352175
28.498376,79.584394
28.407722,79.49262
28.412973,79.535583
28.367423,79.571169
28.37433,79.068927
28.275024,79.156084
28.465065,79.609561
28.337176,79.407137
28.412527,79.561267
28.227322,79.611358
28.805579,79.403457
28.503862,79.347545
28.404413,79.414012
28.104215,79.489224
28.374741,79.396351
28.408906,79.413453
28.686914,79.518049
28.362684,79.432966
28.491215,79.216797
28.704779,79.458316
28.389236,79.38698
28.440014,79.070215
28.20721,79.544712
28.222828,79.554573
28.376973,79.446079
28.603466,79.4324
28.602186,79.571834
28.302614,79.651543
28.266383,79.572215
28.508942,79.700894
28.425184,79.424109
28.75725,79.394179
28.358481,79.451855
28.39945,79.423538
28.318967,79.30732
28.429578,79.350223
28.216,79.535008
28.310515,79.494632
28.214303,79.34183
28.408529,79.58998
28.35801,79.407655
28.145405,79.526905
28.511646,80.139983
28.385182,79.80843
28.690413,79.809175
28.633046,79.814717
28.702533,79.690633
28.542503,79.695823
28.387456,80.086737
28.626433,79.822257
28.682136,79.774259
28.576433,79.792718
28.540633,79.828626
28.476809,79.895152
28.512182,80.38006
28.380677,80.029776
28.536255,79.749594
28.630315,79.790702
28.810363,80.08723
28.400078,80.245856
28.277413,79.795004
28.754255,79.728095
28.292788,79.796043
28.656239,80.205164
28.539771,79.832052
28.562176,80.348334
28.503503,80.145292
28.626488,79.809898
28.387263,79.97048
28.630315,79.803832
28.182036,79.784793
28.528104,80.162419
28.401871,80.211602
28.530471,79.978874
28.551149,80.1745
28.637245,79.824367
28.583007,79.85981
28.625681,79.799939
28.333469,80.215414
28.61551,80.084357
28.482113,80.205425
28.380002,79.91222
28.610015,80.130858
28.49163,80.204438
28.64122,80.158577
28.194929,79.908327
28.565837,79.743824
27.888702,79.904669
27.913709,79.667321
27.784881,79.607408
28.066129,80.112422
27.977886,80.03274
27.753841,79.699021
27.866553,79.899714
27.960656,79.728285
27.830313,79.816523
28.072435,80.093193
27.916151,79.900854
28.334766,80.023496
28.208477,80.064219
27.668738,79.590682
27.991988,79.872182
27.892787,79.901767
27.889883,79.917639
27.721459,79.515615
27.960931,79.890778
28.10438,80.092987
28.129491,80.111497
28.247904,80.055333
27.778595,79.496517
27.894546,79.966093
27.627945,79.567195
27.871231,79.907517
27.677472,79.528918
27.883808,79.917351
27.737688,79.912233
27.663884,79.502434
27.807643,79.868524
27.97755,79.527266
27.994595,79.631322
27.838264,79.560776
28.329432,80.082069
28.194635,80.27006
27.880821,79.914154
28.025725,79.682554
27.712211,79.834838
28.050096,80.070858
28.132688,79.877861
27.978377,79.681513
27.95417,79.751462
27.983148,80.012347
27.844021,79.879249
27.951542,80.791171
27.918633,80.764151
27.976729,80.397376
28.081282,80.462621
28.253599,80.915206
28.195233,80.721425
28.047126,80.327862
27.933367,80.656708
28.048438,80.595345
27.872764,80.301768
28.215873,80.444386
28.131094,80.657788
27.889973,80.776636
27.843167,80.444186
27.860936,80.767497
27.936098,80.804968
28.416348,80.657504
28.029563,80.728701
28.084441,80.395681
28.379464,80.990227
28.136186,81.066046
27.881586,80.318126
28.42198,80.580157
28.127973,80.946897
28.285292,80.501131
28.044345,80.508811
28.151128,80.444538
27.834842,80.261843
27.864627,80.809002
28.148087,80.467067
27.839429,80.66939
28.322682,80.552776
27.79864,80.571991
27.744466,80.30861
28.006022,80.501344
27.963441,80.769233
28.234933,80.317395
28.429188,80.667768
27.835299,80.271357
28.44124,80.555033
27.878901,80.175798
27.787506,81.219143
27.998839,80.468563
27.939228,80.520723
28.22887,80.659094
27.715175,80.89952
27.7849,80.641031
27.254643,81.035804
27.782668,80.730162
27.561186,81.165329
27.440111,80.851107
27.641248,81.088849
27.429818,80.440863
27.140089,80.86344
27.69212,80.677401
27.662659,81.069199
27.411503,80.571905
27.420437,80.525612
27.555163,81.085822
27.568666,80.497718
27.354753,80.47902
27.360271,80.569265
27.590423,80.658719
27.531357,80.559054
27.315466,80.544364
27.837662,80.957281
27.288018,80.683588
27.72037,80.961582
27.662359,80.911387
27.574827,81.2422
27.633836,80.493276
27.72737,80.934567
27.509877,80.480892
27.551941,81.183056
27.808158,81.043357
